address,categories,city,country,key,lat,long,name,phones,postalCode,province,websites
2824 Central Dr,"studio, cocktail lounge restaurants, physical, fitness, Gyms and Fitness Centers, breweries & brew pubs, gymnasium, health, recreation, bar & grill restaurants, cocktail lounges, facility, sports and exercise, club, beer & beverages, gym",Bedford,US,us/tx/bedford/2824centraldr,32.851308,-97.131747,Golds Gym,8178586523,"76021-7819, 76021",TX,[[http://www.dannyscelticpub.com]]
4970 Lowell Blvd,"Breweries, Brewery, Gold Silver & Platinum Buyers & Dealers",Denver,US,us/co/denver/4970lowellblvd,39.786845,-105.034408,"Goldspot Brewing Co, Goldspot Brewing Company",3039555657,80221,CO,http://goldspotbrewing.com
3608 N Scottsdale Rd,Pub and Brewery,Scottsdale,US,us/az/scottsdale/3608nscottsdalerd/1993425236,33.48973937,-111.9263494,Goldwater Brewing Company,4803507305,85251,AZ,goldwaterbrewing.com
613D Goldwire St S W,"Food & Dining, Beverages, Breweries, Health & Beauty, Beauty Salons",Birmingham,US,us/al/birmingham/613dgoldwirestsw,,,Goldwire Beverage Shop,,35211,AL,
855 92nd St,Brewery,Brooklyn,US,us/ny/brooklyn/85592ndst,,,Gomberg Seltzer Works,,11236,NY,
140 S Westnedge Ave,Brewery Central Business District,Kalamazoo,US,us/mi/kalamazoo/140swestnedgeave,,,Gonzo's Biggdogg Brewing,2692170603,49007,MI,gonzosbiggdoggbrewing.com
2960 Pacific Ave,"Shopping, Hobbies & Collectibles, Model & Crafts, wholesale, manufacturing, food, brewer",Livermore,US,us/ca/livermore/2960pacificave,37.676252,-121.758692,Good Brewer,9253730333,94550,CA,http://www.goodbrewer.com
2108 N Farwell Ave,Brewery,Milwaukee,US,us/wi/milwaukee/2108nfarwellave/-47465851,43.057794,-87.887421,Good City Brewing Company,4145394343,53202,WI,http://www.goodcitybrewing.com
811 Harper Avenue At Dow Rd,"Food & Drink, Breweries",Carolina Beach,US,us/nc/carolinabeach/811harperavenueatdowrd,34.04266,-77.90484,Good Hops Brewing,7067131594,28428,NC,
38 Milford,"Hamilton, NY, Beverages, Malt Beverages, Hamilton Brewers, Hamilton,  NY",Hamilton,US,us/ny/hamilton/38milford,,,Good Nature Brewing Inc,5185245183,13346-2178,NY,
8 Broad St,Brewery and Gift Shop,Hamilton,US,us/ny/hamilton/8broadst/-1649124646,,,Good Nature Tap Room,3158242337,13346,NY,goodnaturebrewing.com
1640 Orchard Dr,"Beer Garden, Brewery",Chambersburg,US,us/pa/chambersburg/1640orcharddr/unit1,39.91328308,-77.66552738,Good Ta Go,7174460138,17201,PA,http://good-ta-go.com
3303 E 55th St,"Breweries & Brew Pubs, Cafes, Restaurants, Bar & Grill Restaurants",Cleveland,US,us/oh/cleveland/3303e55thst/Frnt,,,Good Times Cafe,2168839166,44127-2124,OH,
515 Main St,"Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants, Lowden,  IA, Restaurants & Bars, Bars / Taverns, Lowden Bars, Lowden Drinking Places, Bars, recreation, food and drink",Lowden,US,us/ia/lowden/515mainst,41.857705,-90.927286,Good Times LLC,5639415213,52255-5225,IA,
127 S Main St,"Bars, Cocktail Lounges, Restaurants, Breweries & Brew Pubs, Cocktail Lounge Restaurants, Taverns, Bar & Grill Restaurants",Payne,US,us/oh/payne/127smainst,41.079033,-84.7267,Good Times Saloon Inc,4192632339,"45880-8402, 45880",OH,
5119 Jackman Rd,"Bars & Clubs, Restaurants, Bars & Pubs, Breweries & Brew Pubs, Barbecue, Restaurants & Bars, Venues, Toledo,  OH, Taverns, Bars, Bars / Taverns, Toledo Pubs, Brew Pubs, Bar, Bar & Grills, Bar & Grill Restaurants",Toledo,US,us/oh/toledo/5119jackmanrd,41.70943,-83.58545,Good Times Sports Bar Grill,4194727311,43613,OH,
107 N Bloomington St,"Bars & Clubs, Breweries & Brew Pubs, Barbecue, Food & Entertainment, Bar & Grill Restaurants",Streator,US,us/il/streator/107nbloomingtonst,41.121111,-88.835348,Goodfellas Bar,8156726072,"61364-2207, 61364",IL,tel:8156726072
70 S W Century Dr,Brewery,Bend,US,us/or/bend/70swcenturydr/-1664192441,,,Goodlife Brewing,5417280749,97702,OR,goodlifebrewing.com
2427 Us Rte 2,"Maple, Syrups Manufacturers, Beverage Manufacturers, Breweries, Flavoring Extract Manufacturers, Forestry",Cabot,US,us/vt/cabot/2427usrte2,44.37896,-72.258325,Goodrich's Maple Farm,8024263388,5647,VT,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ1JcyWc-T9RfKYh_OxfCd6MXL1B6NOyyizLkG7u6H1c2lqo1ScyelbA1IPKtALdaUd-XckZSaSTmlXZVdhkQctVrBWEevtSI4Ekhmddmk7TgjiiaAizFa7N-43VAf_DblCrLPKoJKRdX3jx9DKUJRsTWoomoszpMHTdRI1n2z2GJvskGZbrLEeDnyHFMNZVmrrK0eQHWypTcmq1py382woCOjzAeN9CMDymrZHxLRD2kjYafd6hz5mjQAQjdiY0-L174Ef8oeAb8AXGvC8RjK5OF2N7OyH-Kl09ApbqlICfUuTVxk0ugroW0fFX6TO4HpZHPcIvw-hAP82KLX-GSleGU49ZVzca4uwgpknfLA9a8&placement=listing_profile&cs_user=unknown&cs_session=053927c1b6f96c5fcf0c62b7c78c6d74e467c1a6
703 N Montana St,"Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants",Butte,US,us/mt/butte/703nmontanast,,,Goodwill Tavern The,4067822090,59701-8625,MT,
636 E Maint St,"Breweries, Food & Drink",Louisville,US,us/ky/louisville/636emaintst,38.25442,-85.740135,Goodwood Brewery,15025842739,40202,KY,
1311 S Detroit Ave,"Bars / Taverns, Bars & Pubs, Breweries & Brew Pubs, Restaurants & Bars, Toledo, Toledo Bars, Clothing Stores, Department Stores,  OH, Clothing-retail, Bar & Grill Restaurants",Toledo,US,us/oh/toledo/1311sdetroitave,41.61512,-83.60155,Goody's,"4192903252, 4193809750, 4193857509","43614, 43614-2707",OH,http://www.goodysonline.com
1800 W Fulton St,"Brewery West Town, Breweries, Brewery",Chicago,US,us/il/chicago/1800wfultonst,41.886981,-87.672077,Goose Island Beer Co,3122261119,60612,IL,http://www.gooseisland.com
240 N Ashland Ave,Brewery,Chicago,US,us/il/chicago/240nashlandave,,,Goose Island Beer Company - Wwhq,,60607,IL,
Concourse L Terminal 3,"American Restaurant, Brewery, Bar, Brewery, and American Restaurant, Bar",Chicago,US,us/il/chicago/concourselterminal3/-1238927047,41.97683224,-87.89725542,Goose Island Brewery Restaurant,7736866180,60666,IL,http://gooseislandbrewpubs.com
1800 N Clybourn,"Bars & Clubs, Breweries, Nightlife, Food & Drink",Chicago,US,us/il/chicago/1800nclybourn/1397973645,41.913727,-87.65373,Goose Island Brewpub,3129150071,60614,IL,
5480 State Route 89,"Vineyards, Vineyard, Brewers, Winery, Wineries",Romulus,US,us/ny/romulus/5480stateroute89,42.758621,-76.775038,Goose Watch Winery,"3155498326, 3155492599",14541,NY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJfft8sKC41k3ntz3UXNMe0YnwnFH8fShd33x0p0hqJVq89B79XrYn_FYaesG24NDcBFDCmwrzIaoXRz5k74rI1lQSSwadHG3Dm5ZzLDhfZ6ad19TDlj0veIFS_uWWbv4JLA-2QmAEqDxYBZAcrVufTaLOvsSiDvKW0Hhh8N2mYqJrO2t0gQ58VwcXoYS328neIeVhdIdzMuDKZwZyS6SFUtAYyYI7RJPGRGmYcSUJf7GhU5s2SbaOUjIxLsrp9yRPYllx17Up9hAVBodzPLbGIu3KWjoWA50fmQrnPS9GKLASG78xulnrDwcZXqihsnUMWq1YQVnS2qTTVSjMlEbMcsp-CjORDohL&placement=listing_profile&cs_user=unknown&cs_session=13e8f13848f6e20b4870ca5609f70da2f20f23f7
200 E Middle Ln,"American Restaurant, Brewery, Sports Bar, and American Restaurant, Brewery, Brewery, Sports Bar, and American Restaurant Town Square, Sports Bar",Rockville,US,us/md/rockville/200emiddleln,39.08524585,-77.15102792,Gordon Biersch,3013407159,20850,MD,http://gordonbiersch.com
Dulles International Airport,"Pub, Brewery, American Restaurant",Sterling,US,us/va/sterling/dullesinternationalairport,,,Gordon Biersch Bar & Restaurant,7035722700,20166,VA,http://www.gordonbiersch.com
5010 Mission Center Rd,"American Restaurant, Brewery, Brewery, Bar, and American Restaurant, Bar, Brewery, Bar, and American Restaurant Mission Valley East",San Diego,US,us/ca/sandiego/5010missioncenterrd,32.76707161,-117.1538677,Gordon Biersch Brewery,"(619) 688-1120, 6196881120",92108,CA,http://gordonbiersch.com
322 E Camelback Rd,"Food & Dining, Beverages, Breweries",Phoenix,US,us/az/phoenix/322ecamelbackrd/-1268123268,33.509237,-112.068925,Gordon Biersch Brewery & Restaurant,4807360033,85012,AZ,
1 Aloha Tower Dr,"Brewery, American Restaurant, Pub",Honolulu,US,us/hi/honolulu/1alohatowerdr/1123,21.30592793,-157.8662825,Gordon Biersch Brewery Restaurant,8085994877,96813,HI,http://gordonbiersch.com
848 Peachtree St N E,"American Restaurant, Bars & Clubs, Brew Pubs, Brewery and American Restaurant, Bars & Pubs, Restaurants, Brewery and American Restaurant Midtown, Breweries, Brewery",Atlanta,US,us/ga/atlanta/848peachtreestne,33.777842,-84.3848,"Gordon Biersch Brewery Restaurant, Gordon Biersch Brewery Rstrnt","4048700805, (404) 870-0805",30308,GA,http://gordonbiersch.com
101 Ala Moana Blvd,"Honolulu Restaurants, Downtown Honolulu, Brewery / American",Honolulu,US,us/hi/honolulu/101alamoanablvd/2048635553,,,Gordon Biersch Brewing Co,8085994877,96813,HI,
Slc Airport,Brewery,Salt Lake City,US,us/ut/saltlakecity/slcairport/1985228648,,,Gordon Biersch Brewing Company,,84116,UT,
0105 Edwards Village Blvd,Brewery,Edwards,US,us/co/edwards/0105edwardsvillageblvd,39.64384721,-106.5963241,Gore Range Brewery,9709262739,,CO,http://gorerangebrewery.com
85944 Highway 99 S,"Bars, Cocktail Lounges, Restaurants, Breweries & Brew Pubs, Beer Taverns & Pubs, Bar & Grills, Taverns, Bar & Grill Restaurants",Eugene,US,us/or/eugene/85944highway99s,43.99711,-123.012115,Goshen Tavern,5417476923,97405,OR,
319 S Pitney Rd,"Brewery, Liquor Store",Galloway,US,us/nj/galloway/319spitneyrd/-175284485,,,Gourmet Liquor,,8205,NJ,
25 Liberty Rd,"Brewer Equipment Supplies & Services, Liquor Stores",Sykesville,US,us/md/sykesville/25libertyrd/sted,39.422716,-76.996104,Gourmet Wine Spirits,,21784,MD,
3470 Middle Rd,"American Restaurant, Brewery, Bar, American Restaurant, Bar, and Brewery",Bettendorf,US,us/ia/bettendorf/3470middlerd,41.55176565,-90.48415314,Governor's Neighborhood Pub and Grill,5633326699,52722,IA,
121 Union St,"Electricians, Brewer,  ME, Other Consumer Products & Services, Plumbing,  Heating,  and Air-Conditioning, Brewer Air Conditioning Contractors and Systems, Air Conditioning Contractors and Systems, services, electrical, installation",Brewer,US,us/me/brewer/121unionst,44.79409,-68.762825,Gpc Heating Installations,2079894629,4412,ME,
8447 Military Rd,"Us,  IA, Restaurants, Breweries & Brew Pubs, Dubuque, Restaurants & Bars, Venues, recreation, Taverns, Bars, Bars / Taverns, food and drink, U.S., Bar, Dubuque Pubs, Bar & Grills",Dubuque,US,us/ia/dubuque/8447militaryrd,42.416832,-90.72557,Graceland Tavern,"5635579016, 5635566264, 5635569804",52003,IA,https://www.groupon.com/biz/dubuque-ia/graceland-tavern
100 Frost St,Breweries,Brooklyn,US,us/ny/brooklyn/100frostst,40.717709,-73.947444,Grady's Cold Brew,,11211,NY,
2334 W Lake Rd,"shop, veterinary services, Brewer Equipment Supplies & Services, veterinarian, retail",Ashville,US,us/ny/ashville/2334wlakerd,42.101881,-79.357214,Grains & Grapes,7167630711,14710,NY,
201 E Pearl St,Breweries & Wineries,Granbury,US,us/tx/granbury/201epearlst/1877324676,,,Granbury Wine Walk,8175799181,76048,TX,
201 299 W Route 66,Brewery,Williams,US,us/az/williams/201299wroute66,35.25009395,-112.1892364,Grand Canyon Brewery,,86046,AZ,grandcanyonbrewery.com
233 W Route 66,"Breweries, Food & Drink",Williams,US,us/az/williams/233wroute66/-1724681167,35.25026,-112.18913,Grand Canyon Brewing Company,19286352168,86046,AZ,
9040 Carothers Pkwy,"Dry Cleaners, Brewers, Restaurants, Wineries",Franklin,US,us/tn/franklin/9040carotherspkwy/srf91v1q2kre327cpd88egb8va,35.962601,-86.801401,Grand Cleaners Franklin,6157780703,37067,TN,
100 Washington Ave,"Brewers, Bar",Grandhaven,US,us/mi/grandhaven/100washingtonave,43.064107,-86.232517,Grand Haven Brew House,6166072060,49417,MI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ0XhB18NyueTnnsolCpVqZvH361s3mB_WhxTPGca6Jz1m0PrNViRfPJkSTepQJ3rqJgGXEW6b_1_DuAvD6mIbiuMms8Kuafk9u0N7EUb_IZ5DTSBpu_fsfWUVJfs62rRi9qVV5f9cqOTZ2T-WyOMHY7zuFOc5uyqtc_69F33Hxh8z8ww1dHz-1QS0KSgfTYYq-ah0VtyBOKnTECIpW3TRnkgRC1yxk_dkjINs5Bl2Hyyd0mSMGBs_38UVWlD7fwxDifwACX4llkYTdq6detvo_MZvE7m5wCuef62I2Xs4LWIUS-0-_uOTlWr1BpjIFVbYNbRbeGjAm_nAz-k_gDyZSpd4YR-sqd1392jDHb3JIbf6-obO3Aq17g&placement=listing_profile&cs_user=unknown&cs_session=87fd301df419d0aa6c5cf830f666ecf87c88390e
110 S Union St,"American Restaurant, hardware, home and garden, Brewery, house supplies",Westfield,US,us/in/westfield/110sunionst,40.0425148,-86.12744904,Grand Junction Brewing Company,"3178962751, 3178045168",46074,IN,http://grandjunctionbrewing.com
171 N W Monroe Ave 700,Brewers,Grandrapids,US,us/mi/grandrapids/171nwmonroeave700,42.966341,-85.672282,Grand Rapids Brewing Co,6162333542,49503,MI,
1 Ionia Ave S W,Brewery and Gastropub,Grand Rapids,US,us/mi/grandrapids/1ioniaavesw,42.96310432,-85.67039967,Grand Rapids Brewing Company,6164587000,49503,MI,grbrewingcompany.com
802 Central Ave,"Cocktail Lounges, Restaurant, food and drink, Breweries & Brew Pubs, Dubuque, Venues, Bar, recreation, Cocktail Lounge Restaurants, Bar & Grill Restaurants",Dubuque,US,us/ia/dubuque/802centralave,42.501682,-90.66487,Grand Tap,5635569537,"52001, 52001-7043",IA,
430 Old Jackson Hwy,"Beer & Ale-Wholesale & Manufacturers, Brew Pubs, Food & Drink, Beer & Ale, Breweries, Brewery, Taverns",Victor,US,us/id/victor/430oldjacksonhwy,43.59263045,-111.1020058,Grand Teton Brewing Company,"2085380068, 8888991656",83455,ID,http://grandtetonbrewing.com
512 Three Sisters Rd,"Food & Drink, Tours & Activities, Brewery Tours, tour, Tour",Knightdale,US,us/nc/knightdale/512threesistersrd,35.79663,-78.43437,Grand Touring Transportation - Green Machine Raleigh Brew Tour,19199990345,27545,NC,
225 Cross Country Trl,"Wine Tours & Tastings, Distillery Tours, Private Tours, Bar, Club & Pub Tours, Brewery Tours, Food & Drink, Nightlife, Tours, More, Tour",Traverse City,US,us/mi/traversecity/225crosscountrytrl/237339997,44.688656,-85.5307,Grand Traverse Tours,12319477433,49696,MI,
1125 Military Cutoff Rd A,Brewers,Wilmington,US,us/nc/wilmington/1125militarycutoffrda/,34.236712,-77.827084,Grand Union Pub,9102569133,28405,NC,
220 Route 12,"Winemaking Equipment & Supplies, Brewer Equipment Supplies & Services, Liquor Stores",Groton,US,us/ct/groton/220route12/ste2,41.368457,-72.069915,Grand Wine & Spirit Shop Ii,,6340,CT,
1710 S Broadway,"brewery, Brewery Platt Park, Brewery, restaurant",Denver,US,us/co/denver/1710sbroadway,39.68551286,-104.9873892,Grandma's House,"(303) 578-6754, 3035786754",80210,CO,http://www.grandmasbeer.co
18 2nd Ave,"Bars, Bars & Clubs, Restaurants, Bars & Pubs, Tavern (Drinking Places), Breweries & Brew Pubs, Drinking Places (Alcoholic Beverages), Beer Taverns & Pubs, Taverns, Bar & Grill Restaurants",New Matamoras,US,us/oh/newmatamoras/182ndave,39.512962,-81.07464,Grandview Tavern,7408659907,45767,OH,http://www.grandviewtavern.com
671 S High St,"Office, Office Brewery District",Columbus,US,us/oh/columbus/671shighst,39.9487582,-82.99913406,Grange Insurance,8004220550,43206,OH,
6150 O St,"Brewery and Burger Joint, Brewery, Burger Joint",Lincoln,US,us/ne/lincoln/6150ost,40.81458671,-96.63502067,Granite City,4024661900,68510,NE,http://gcfb.net
1001 N 102nd St,"Brewery Central Omaha, Brewery",Omaha,US,us/ne/omaha/1001n102ndst,41.268022,-96.07097657,Granite City Food & Brewery,"4023935000, (402) 393-5000",68114,NE,gcfb.com
12801 University Ave,"American Restaurant, Restaurant, Brew Pubs, Food and Beverage, Brewery and American Restaurant, Restaurants, Brewery, Bar & Grills",Clive,US,us/ia/clive/12801universityave,41.60090648,-93.79496098,"Granite City Food & Brewery, Granite City Food Brewery","(515) 224-1300, 5152236621, 5152241300",50325,IA,http://www.gcfb.net
3330 Pilot Knob Rd,"American Restaurant, Brewery, and Bar",Eagan,US,us/mn/eagan/3330pilotknobrd,44.83641067,-93.16653013,Granite City Food and Brewery,6514524600,55121,MN,gcfb.net/location/eagan
3945 2nd St S,"American Restaurant, Brewery and American Restaurant, Brewery",Saint Cloud,US,us/mn/saintcloud/39452ndsts,,,Granite City Food and Brewery - St. Cloud,3202039000,56301,MN,gcfb.net
7140 Harrison Ave 108,"Restaurants, Pubs, Bar & Grill Restaurants, Bars & Pubs, Breweries",Rockford,US,us/il/rockford/7140harrisonave108,42.24118,-88.976818,Granite City Food Brewery,,61112,IL,
14035 S La Grange Rd,"Bars & Pubs, Restaurants, Pubs, Breweries, Wine Bars, Bar and Restaurant, Bars, Restaurant, Brew Pubs, Food and Beverage, Bar, Food & Entertainment, Bar & Grills, Bar & Grill Restaurants",Orland Park,US,us/il/orlandpark/14035slagrangerd,41.635546,-87.853633,Granite City Food-brewery,"(708) 364-1212, 7088735821, 7083641212",60462,IL,tel:7083641212
47 Duke St,Brewers,Granitefalls,US,us/nc/granitefalls/47dukest,35.794868,-81.430296,Granite Falls Brewing Co,8282121222,28630,NC,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJKZknu_qJxh1dtUZOCHFCHqnh_0dnrW3TE6l0RFi76uCXAay1RHJIFJVEoHC_lRlc_-RWTHLbtZfpOPaSoplaKfpB827yk0F8ixX1YIGzkVXqDhs26rToCRIltNjGUkL9LQl9uilzp0YUekVL1s0yCUU95Qd2z8UpZT9ZjnRsVYOu510CpFonuR6NsjZK6IoM5MI1m3OFSJ5cJrqZmVIA62B-7wrWulfH8I_Lx6Ob08vzDWTwhptrP4vX-NoJh0Ehsg-HqwklRwx6gYsUVmBdQ0aalpSqOhSpV51hvbzDci4Ri27mmuAJWKFqC3w_lreFmxhlmQqhXylCpLlmX6yEJxwuP7WOyGXV9DjGVqV_CWuidz4fiYFn6A&placement=listing_profile&cs_user=unknown&cs_session=a392aeab0c10693ce93a8c6e08fcedf3e4e31a95
123 N Cortez,Brewery,Prescott,US,us/az/prescott/123ncortez,34.54280161,-112.4684501,Granite Mountain Brewing,,86303,AZ,
1226 S 35th St,"Winemaking Equipment & Supplies, Beverage Manufacturers, Crafts & Hobbies, Brewer Equipment Supplies & Services, Wine Making Equipment & Supplies, Restaurant Equipment, Coffee & Tea Shops",Manitowoc,US,us/wi/manitowoc/1226s35thst/878748096,44.084763,-87.691094,Grape Grain and Bean,9206828828,54220,WI,http://www.grapegrainandbean.com
1307 S Range Line Rd,"Carmel, IN, Wineries, Brewers, Indiana, Carmel, Miscellaneous Retail, Liquor stores, Wine, wholesale, manufacturing, food, winery, , Home",Carmel,US,us/in/carmel/1307srangelinerd,39.960782,-86.126757,Grape Inspirations Winery,3177059463,46032,IN,http://grape-inspirations.com
6560 W 29th St,"Liquor Stores, Wine & Distilled Beverages Retail, Beer & Ale Retail, Breweries, Beer & Ale Distributors",Greeley,US,us/co/greeley/6560w29thst,40.389586,-104.785545,Grapes and Hops Liquor Store,,80634,CO,
33186 County Hwy W,"Syrups Manufacturers, Beverage Manufacturers, Flavoring Extract Manufacturers, Prepared Food Manufacturers, Breweries",Holcombe,US,us/wi/holcombe/33186countyhwyw,45.177156,-91.005166,Grape's Sugar Bush,7154475758,54745,WI,
906 Jean St,"Beer & Ale-Wholesale & Manufacturers, Beverages, Restaurant, Beverages-Distributors & Bottlers, Brewery, Beer & Ale",Grapevine,US,us/tx/grapevine/906jeanst,32.9323263,-97.07465887,Grapevine Craft Brewery,"8174882337, 8178237225, 6826515797",76051,TX,grapevineontap.com
603 W Gaines St,Brewery,Tallahassee,US,us/fl/tallahassee/603wgainesst,,,Grasslands Brewing Company,,32304,FL,grasslandsbrewery.com
2211 Us Route 2,Brewers,Cabot,US,us/vt/cabot/2211usroute2,44.381406,-72.257593,Grateful Hands Brewery,8022494092,5647,VT,
418 Ada Dr S E,"Brew Pubs, Restaurants, Brewer Equipment Supplies & Services, Beer & Ale, Breweries, Bar & Grills, Taverns",Ada,US,us/mi/ada/418adadrse,42.95548,-85.483666,Gravel Bottom Craft Brewery,"2064038563, 6169207398",49301,MI,http://gravelbottom.com
418 Ada Dr,"Food & Drink, Breweries",Ada,US,us/mi/ada/418adadr,42.95552,-85.48383,Gravel Bottom Craft Brewery Supply,16169207398,"49301, 49357",MI,
1150 Pine St,Brewery,Louisville,US,us/co/louisville/1150pinest/unitb,39.97603485,-105.1285923,Gravity Brewing,"(303) 544-0746, 3035440746",80027,CO,http://@thegravitybrewing
1902 Rockingham Rd,"Cocktail Lounges,  IA, Davenport Bars, Barbecue, Breweries & Brew Pubs, Restaurants, Restaurants & Bars, Cocktail Lounge Restaurants, Taverns, Bars, Bars / Taverns, Davenport, Bar & Grills, Bar & Grill Restaurants",Davenport,US,us/ia/davenport/1902rockinghamrd,41.51799,-90.60501,Gravy's Bar and Grill,5633282927,"52802, 52802-2825",IA,http://www.gravityqc.com
2424 W Court St,Brewery,Janesville,US,us/wi/janesville/2424wcourtst,42.67959203,-89.05111417,Gray's Brewery,6087523552,53548,WI,http://graybrewing.com
950 Kimball Ln,"Brewery, American Restaurant",Verona,US,us/wi/verona/950kimballln,42.977573,-89.516106,Gray's Tied House,6088452337,53593,WI,http://graystiedhouse.com
217 Serenoa Rd,Brewery and Music Venue,Santa Rosa Beach,US,us/fl/santarosabeach/217serenoard/1600679997,,,Grayton Beer Company,8502314786,32459,FL,
2442 Main St,"Lake Placid, NY, Beverages, Malt Beverages, Brewers",Lake Placid,US,us/ny/lakeplacid/2442mainst/-2143426046,,,Great Adirondack Brewering Co,5185230233,12946-3563,NY,
35905 Utica Rd,"Restaurant, Brewery",Clinton Township,US,us/mi/clintontownship/35905uticard,42.56024778,-82.96543273,Great Baraboo Brewing Company,5867927397,48035,MI,http://greatbaraboo.com
5208 W Irving St,"Beverage Manufacturers, Breweries",Boise,US,us/id/boise/5208wirvingst,43.615749,-116.246489,Great Basin Beverage,2089394110,83706,ID,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJYUTbOsMIubksBRbp58kCqMqhsOHjIA4QMi7mkcFHPEONyggVul7dPd28h_9WwutoXRhrtyhceqIfvCgDUP3Ak2SF5A5SV4khY-4ak8bK2wySz3izouRejzwo7epfrD3ZabvExPuzZgqrkFGdrMv54bYtLsk6PhFd5wGWB6Enqha4HxQX_LsYd8uNvhaKFeRYj9yffCCG9aCb6BX-j7yy_ZBLA-P6hKh4UQ3CQjscw9TT_8cbwCUNwa1dqt3hkPO7pqVV2RMGl-57rJZvEbA7OZH7wn1LQfFAk9uxdYGhBxDt-av4Q4Vuf5qVjGiHsRvIlV_2lxLEi41vpYYYdhBkL7dZegctgYzjYDxi4wt5HtQ&placement=listing_profile&cs_user=unknown&cs_session=e586cf601c7a96cd478b6e6811668d2c88c10a7d
5525 S Virginia St,Brewery and American Restaurant,Reno,US,us/nv/reno/5525svirginiast,39.47626817,-119.7899866,Great Basin Brewing Co.,7752847711,89502,NV,greatbasinbrewingco.com
846 Victorian Ave,"American Restaurants, Caterers, Brew Pubs, Restaurants, Brewery, Beer & Ale, Bar & Grills",Sparks,US,us/nv/sparks/846victorianave/1414098880,39.53475,-119.75418,"Great Basin Brewing Co., Great Basin Brewing Co",7753557711,89431,NV,http://greatbasinbrewingco.com
2230 Mcdonald Ave,"Breweries, Food & Drink",Missoula,US,us/mt/missoula/2230mcdonaldave/349469252,46.83993,-114.03297,Great Burn Brewing,4063171557,59801,MT,
315 Importing St,Brewery,Aurora,US,us/in/aurora/315importingst/-999672104,39.05749125,-84.90083,Great Crescent Brewery,18126559079,47001,IN,
123 E Doty St,"American Restaurant, Bars, Brew Pubs, Brewery, Pub, and American Restaurant, Restaurants, Pub, Brewery, Beer & Ale, Liquor Stores, Brewery, Pub, and American Restaurant Downtown Madison",Madison,US,us/wi/madison/123edotyst,43.07468711,-89.3803908,"Great Dane Brew Pub, Great Dane Pub & Brewing Company","(608) 442-9000, 6084429000, 6082840000",53703,WI,greatdanepub.com
Btwn Gates 7 & 8,"brewery, american restaurant",Madison,US,us/wi/madison/btwngates7&8,,,Great Dane Pub & Brewing Co,6082439618,53704,WI,
2980 Cahill Main,"Brewery, Beer Garden, and American Restaurant",Fitchburg,US,us/wi/fitchburg/2980cahillmain,,,Great Dane Pub & Brewing Company,"(608) 442-9000, 6084429000",53711,WI,greatdanepub.com
2305 Sherman St,"food and drink, Brewery, American Restaurant, and Sandwich Place, eating, recreation",Wausau,US,us/wi/wausau/2305shermanst,44.9517637,-89.66438,Great Dane Pub and Brewing Co - Wausau,"7158493700, 7158453000",54401,WI,http://www.greatdanepub.com
1812 35th St,Brewery,Denver,US,us/co/denver/181235thst,39.7702599,-104.979187,Great Divide Barrel Bar,"3032969460, 7203534458",80216,CO,http://greatdivide.com
